date,student,target,category,success
2022-09-06,Beverly,think,read,True
2022-09-06,Beverly,because,read,False
2022-09-06,Derek,a,name,False
2022-09-06,Derek,a,sound,True
2022-09-06,Derek,b,name,True
2022-09-06,Derek,b,sound,False
2022-09-06,Derek,c,name,True
2022-09-06,Derek,c,sound,False
2022-09-06,Derek,d,name,True
2022-09-06,Derek,d,sound,False
2022-09-06,Derek,e,name,False
2022-09-06,Derek,e,sound,True
2022-09-06,Derek,f,name,False
2022-09-06,Derek,f,sound,True
2022-09-06,Derek,g,name,True
2022-09-06,Derek,g,sound,False
2022-09-06,Derek,h,name,True
2022-09-06,Derek,h,sound,False
2022-09-06,Derek,i,name,False
2022-09-06,Derek,i,sound,False
2022-09-06,Derek,j,name,False
2022-09-06,Derek,j,sound,True
2022-09-06,Derek,k,name,False
2022-09-06,Derek,k,sound,True
2022-09-06,Derek,l,name,True
2022-09-06,Derek,l,sound,False
2022-09-06,Derek,m,name,False
2022-09-06,Derek,m,sound,True
2022-09-06,Derek,n,name,True
2022-09-06,Derek,n,sound,False
2022-09-06,Derek,o,name,False
2022-09-06,Derek,o,sound,False
2022-09-06,Derek,p,name,False
2022-09-06,Derek,p,sound,True
2022-09-06,Derek,q,name,False
2022-09-06,Derek,q,sound,True
2022-09-06,Derek,r,name,False
2022-09-06,Derek,r,sound,True
2022-09-06,Derek,s,name,True
2022-09-06,Derek,s,sound,False
2022-09-06,Derek,t,name,False
2022-09-06,Derek,t,sound,True
2022-09-06,Derek,u,name,False
2022-09-06,Derek,u,sound,True
2022-09-06,Derek,v,name,False
2022-09-06,Derek,v,sound,True
2022-09-06,Derek,w,name,True
2022-09-06,Derek,w,sound,False
2022-09-06,Derek,x,name,True
2022-09-06,Derek,x,sound,False
2022-09-06,Derek,y,name,True
2022-09-06,Derek,y,sound,False
2022-09-06,Derek,z,name,True
2022-09-06,Derek,z,sound,False
2022-09-06,Derek,A,name,True
2022-09-06,Derek,B,name,False
2022-09-06,Derek,C,name,True
2022-09-06,Derek,D,name,True
2022-09-06,Derek,E,name,False
2022-09-06,Derek,F,name,True
2022-09-06,Derek,G,name,False
2022-09-06,Derek,H,name,False
2022-09-06,Derek,I,name,False
2022-09-06,Derek,J,name,False
2022-09-06,Derek,K,name,False
2022-09-06,Derek,L,name,False
2022-09-06,Derek,M,name,False
2022-09-06,Derek,N,name,True
2022-09-06,Derek,O,name,True
2022-09-06,Derek,P,name,True
2022-09-06,Derek,Q,name,False
2022-09-06,Derek,R,name,False
2022-09-06,Derek,S,name,False
2022-09-06,Derek,T,name,False
2022-09-06,Derek,U,name,True
2022-09-06,Derek,V,name,True
2022-09-06,Derek,W,name,True
2022-09-06,Derek,X,name,True
2022-09-06,Derek,Y,name,True
2022-09-06,Derek,Z,name,True
2022-09-06,Derek,0,name,True
2022-09-06,Derek,1,name,False
2022-09-06,Derek,2,name,False
2022-09-06,Derek,3,name,False
2022-09-06,Derek,4,name,False
2022-09-06,Derek,5,name,False
2022-09-06,Derek,6,name,True
2022-09-06,Derek,7,name,True
2022-09-06,Derek,8,name,True
2022-09-06,Derek,9,name,True
2022-09-06,Derek,10,name,True
2022-09-06,Derek,11,name,False
2022-09-06,Derek,12,name,True
2022-09-06,Derek,13,name,False
2022-09-06,Derek,14,name,True
2022-09-06,Derek,15,name,False
2022-09-06,Derek,16,name,False
2022-09-06,Derek,17,name,False
2022-09-06,Derek,18,name,False
2022-09-06,Derek,19,name,False
2022-09-06,Derek,20,name,True
2022-09-06,Derek,cat,read,False
2022-09-06,Derek,flip,read,False
2022-09-06,Derek,think,read,True
2022-09-06,Derek,because,read,True
2022-09-07,Alan,a,name,False
2022-09-07,Alan,a,sound,True
2022-09-07,Alan,b,name,True
2022-09-07,Alan,b,sound,True
2022-09-07,Alan,c,name,False
2022-09-07,Alan,c,sound,True
2022-09-07,Alan,d,name,True
2022-09-07,Alan,d,sound,True
2022-09-07,Alan,e,name,False
2022-09-07,Alan,e,sound,True
2022-09-07,Alan,f,name,False
2022-09-07,Alan,f,sound,True
2022-09-07,Alan,g,name,True
2022-09-07,Alan,g,sound,False
2022-09-07,Alan,h,name,False
2022-09-07,Alan,h,sound,True
2022-09-07,Alan,i,name,False
2022-09-07,Alan,i,sound,True
2022-09-07,Alan,j,name,False
2022-09-07,Alan,j,sound,True
2022-09-07,Alan,k,name,False
2022-09-07,Alan,k,sound,True
2022-09-07,Alan,l,name,True
2022-09-07,Alan,l,sound,False
2022-09-07,Alan,m,name,True
2022-09-07,Alan,m,sound,True
2022-09-07,Alan,n,name,True
2022-09-07,Alan,n,sound,True
2022-09-07,Alan,o,name,True
2022-09-07,Alan,o,sound,False
2022-09-07,Alan,p,name,False
2022-09-07,Alan,p,sound,True
2022-09-07,Alan,q,name,True
2022-09-07,Alan,q,sound,False
2022-09-07,Alan,r,name,False
2022-09-07,Alan,r,sound,True
2022-09-07,Alan,s,name,False
2022-09-07,Alan,s,sound,True
2022-09-07,Alan,t,name,True
2022-09-07,Alan,t,sound,False
2022-09-07,Alan,u,name,False
2022-09-07,Alan,u,sound,True
2022-09-07,Alan,v,name,False
2022-09-07,Alan,v,sound,True
2022-09-07,Alan,w,name,False
2022-09-07,Alan,w,sound,False
2022-09-07,Alan,x,name,False
2022-09-07,Alan,x,sound,True
2022-09-07,Alan,y,name,False
2022-09-07,Alan,y,sound,True
2022-09-07,Alan,z,name,False
2022-09-07,Alan,z,sound,True
2022-09-07,Alan,A,name,False
2022-09-07,Alan,B,name,False
2022-09-07,Alan,C,name,True
2022-09-07,Alan,D,name,False
2022-09-07,Alan,E,name,True
2022-09-07,Alan,F,name,False
2022-09-07,Alan,G,name,True
2022-09-07,Alan,H,name,False
2022-09-07,Alan,I,name,True
2022-09-07,Alan,J,name,True
2022-09-07,Alan,K,name,True
2022-09-07,Alan,L,name,True
2022-09-07,Alan,M,name,True
2022-09-07,Alan,N,name,False
2022-09-07,Alan,O,name,False
2022-09-07,Alan,P,name,False
2022-09-07,Alan,Q,name,True
2022-09-07,Alan,R,name,True
2022-09-07,Alan,S,name,False
2022-09-07,Alan,T,name,False
2022-09-07,Alan,U,name,False
2022-09-07,Alan,V,name,True
2022-09-07,Alan,W,name,False
2022-09-07,Alan,X,name,True
2022-09-07,Alan,Y,name,True
2022-09-07,Alan,Z,name,True
2022-09-07,Alan,0,name,False
2022-09-07,Alan,1,name,False
2022-09-07,Alan,2,name,False
2022-09-07,Alan,3,name,True
2022-09-07,Alan,4,name,False
2022-09-07,Alan,5,name,False
2022-09-07,Alan,6,name,False
2022-09-07,Alan,7,name,True
2022-09-07,Alan,8,name,False
2022-09-07,Alan,9,name,False
2022-09-07,Alan,10,name,True
2022-09-07,Alan,11,name,True
2022-09-07,Alan,12,name,False
2022-09-07,Alan,13,name,True
2022-09-07,Alan,14,name,False
2022-09-07,Alan,15,name,False
2022-09-07,Alan,16,name,True
2022-09-07,Alan,17,name,True
2022-09-07,Alan,18,name,False
2022-09-07,Alan,19,name,False
2022-09-07,Alan,20,name,False
2022-09-07,Alan,cat,read,True
2022-09-07,Alan,flip,read,False
2022-09-07,Alan,think,read,True
2022-09-07,Alan,because,read,True
2022-09-14,Evan,a,name,False
2022-09-14,Evan,a,sound,True
2022-09-14,Evan,b,name,False
2022-09-14,Evan,b,sound,True
2022-09-14,Evan,c,name,False
2022-09-14,Evan,c,sound,False
2022-09-14,Evan,d,name,False
2022-09-14,Evan,d,sound,True
2022-09-14,Evan,e,name,False
2022-09-14,Evan,e,sound,True
2022-09-14,Evan,f,name,False
2022-09-14,Evan,f,sound,True
2022-09-14,Evan,g,name,True
2022-09-14,Evan,g,sound,False
2022-09-14,Evan,h,name,False
2022-09-14,Evan,h,sound,True
2022-09-14,Evan,i,name,True
2022-09-14,Evan,i,sound,True
2022-09-14,Evan,j,name,False
2022-09-14,Evan,j,sound,True
2022-09-14,Evan,k,name,False
2022-09-14,Evan,k,sound,True
2022-09-14,Evan,l,name,False
2022-09-14,Evan,l,sound,True
2022-09-14,Evan,m,name,False
2022-09-14,Evan,m,sound,False
2022-09-14,Evan,n,name,False
2022-09-14,Evan,n,sound,False
2022-09-14,Evan,o,name,False
2022-09-14,Evan,o,sound,True
2022-09-14,Evan,p,name,True
2022-09-14,Evan,p,sound,True
2022-09-14,Evan,q,name,False
2022-09-14,Evan,q,sound,True
2022-09-14,Evan,r,name,False
2022-09-14,Evan,r,sound,True
2022-09-14,Evan,s,name,False
2022-09-14,Evan,s,sound,True
2022-09-14,Evan,t,name,True
2022-09-14,Evan,t,sound,True
2022-09-14,Evan,u,name,True
2022-09-14,Evan,u,sound,False
2022-09-14,Evan,v,name,True
2022-09-14,Evan,v,sound,False
2022-09-14,Evan,w,name,False
2022-09-14,Evan,w,sound,True
2022-09-14,Evan,x,name,True
2022-09-14,Evan,x,sound,True
2022-09-14,Evan,y,name,False
2022-09-14,Evan,y,sound,True
2022-09-14,Evan,z,name,False
2022-09-14,Evan,z,sound,True
2022-09-14,Evan,A,name,False
2022-09-14,Evan,B,name,False
2022-09-14,Evan,C,name,True
2022-09-14,Evan,D,name,False
2022-09-14,Evan,E,name,True
2022-09-14,Evan,F,name,True
2022-09-14,Evan,G,name,False
2022-09-14,Evan,H,name,True
2022-09-14,Evan,I,name,True
2022-09-14,Evan,J,name,False
2022-09-14,Evan,K,name,False
2022-09-14,Evan,L,name,False
2022-09-14,Evan,M,name,False
2022-09-14,Evan,N,name,True
2022-09-14,Evan,O,name,True
2022-09-14,Evan,P,name,True
2022-09-14,Evan,Q,name,False
2022-09-14,Evan,R,name,False
2022-09-14,Evan,S,name,True
2022-09-14,Evan,T,name,False
2022-09-14,Evan,U,name,True
2022-09-14,Evan,V,name,False
2022-09-14,Evan,W,name,False
2022-09-14,Evan,X,name,True
2022-09-14,Evan,Y,name,True
2022-09-14,Evan,Z,name,False
2022-09-14,Evan,0,name,False
2022-09-14,Evan,1,name,True
2022-09-14,Evan,2,name,False
2022-09-14,Evan,3,name,True
2022-09-14,Evan,4,name,True
2022-09-14,Evan,5,name,True
2022-09-14,Evan,6,name,False
2022-09-14,Evan,7,name,True
2022-09-14,Evan,8,name,False
2022-09-14,Evan,9,name,False
2022-09-14,Evan,10,name,True
2022-09-14,Evan,11,name,False
2022-09-14,Evan,12,name,True
2022-09-14,Evan,13,name,False
2022-09-14,Evan,14,name,True
2022-09-14,Evan,15,name,False
2022-09-14,Evan,16,name,True
2022-09-14,Evan,17,name,True
2022-09-14,Evan,18,name,True
2022-09-14,Evan,19,name,False
2022-09-14,Evan,20,name,False
2022-09-14,Evan,cat,read,False
2022-09-14,Evan,flip,read,True
2022-09-14,Evan,think,read,False
2022-09-14,Evan,because,read,True
2022-09-14,Frank,a,name,False
2022-09-14,Frank,a,sound,True
2022-09-14,Frank,b,name,False
2022-09-14,Frank,b,sound,True
2022-09-14,Frank,c,name,True
2022-09-14,Frank,c,sound,False
2022-09-14,Frank,d,name,False
2022-09-14,Frank,d,sound,True
2022-09-14,Frank,e,name,True
2022-09-14,Frank,e,sound,True
2022-09-14,Frank,f,name,False
2022-09-14,Frank,f,sound,True
2022-09-14,Frank,g,name,False
2022-09-14,Frank,g,sound,True
2022-09-14,Frank,h,name,False
2022-09-14,Frank,h,sound,True
2022-09-14,Frank,i,name,False
2022-09-14,Frank,i,sound,True
2022-09-14,Frank,j,name,False
2022-09-14,Frank,j,sound,True
2022-09-14,Frank,k,name,False
2022-09-14,Frank,k,sound,True
2022-09-14,Frank,l,name,True
2022-09-14,Frank,l,sound,False
2022-09-14,Frank,m,name,False
2022-09-14,Frank,m,sound,True
2022-09-14,Frank,n,name,True
2022-09-14,Frank,n,sound,False
2022-09-14,Frank,o,name,True
2022-09-14,Frank,o,sound,False
2022-09-14,Frank,p,name,True
2022-09-14,Frank,p,sound,False
2022-09-14,Frank,q,name,False
2022-09-14,Frank,q,sound,True
2022-09-14,Frank,r,name,True
2022-09-14,Frank,r,sound,False
2022-09-14,Frank,s,name,True
2022-09-14,Frank,s,sound,False
2022-09-14,Frank,t,name,False
2022-09-14,Frank,t,sound,False
2022-09-14,Frank,u,name,True
2022-09-14,Frank,u,sound,False
2022-09-14,Frank,v,name,True
2022-09-14,Frank,v,sound,False
2022-09-14,Frank,w,name,False
2022-09-14,Frank,w,sound,True
2022-09-14,Frank,x,name,False
2022-09-14,Frank,x,sound,False
2022-09-14,Frank,y,name,True
2022-09-14,Frank,y,sound,False
2022-09-14,Frank,z,name,False
2022-09-14,Frank,z,sound,True
2022-09-14,Frank,A,name,False
2022-09-14,Frank,B,name,False
2022-09-14,Frank,C,name,True
2022-09-14,Frank,D,name,True
2022-09-14,Frank,E,name,True
2022-09-14,Frank,F,name,False
2022-09-14,Frank,G,name,False
2022-09-14,Frank,H,name,False
2022-09-14,Frank,I,name,False
2022-09-14,Frank,J,name,True
2022-09-14,Frank,K,name,True
2022-09-14,Frank,L,name,False
2022-09-14,Frank,M,name,False
2022-09-14,Frank,N,name,True
2022-09-14,Frank,O,name,False
2022-09-14,Frank,P,name,False
2022-09-14,Frank,Q,name,True
2022-09-14,Frank,R,name,True
2022-09-14,Frank,S,name,True
2022-09-14,Frank,T,name,True
2022-09-14,Frank,U,name,False
2022-09-14,Frank,V,name,True
2022-09-14,Frank,W,name,True
2022-09-14,Frank,X,name,True
2022-09-14,Frank,Y,name,False
2022-09-14,Frank,Z,name,False
2022-09-14,Frank,0,name,False
2022-09-14,Frank,1,name,False
2022-09-14,Frank,2,name,False
2022-09-14,Frank,3,name,True
2022-09-14,Frank,4,name,False
2022-09-14,Frank,5,name,False
2022-09-14,Frank,6,name,True
2022-09-14,Frank,7,name,False
2022-09-14,Frank,8,name,False
2022-09-14,Frank,9,name,True
2022-09-14,Frank,10,name,True
2022-09-14,Frank,11,name,False
2022-09-14,Frank,12,name,True
2022-09-14,Frank,13,name,True
2022-09-14,Frank,14,name,False
2022-09-14,Frank,15,name,True
2022-09-14,Frank,16,name,False
2022-09-14,Frank,17,name,True
2022-09-14,Frank,18,name,False
2022-09-14,Frank,19,name,False
2022-09-14,Frank,20,name,True
2022-09-14,Frank,cat,read,True
2022-09-14,Frank,flip,read,False
2022-09-14,Frank,think,read,True
2022-09-14,Frank,because,read,False
2022-09-14,Georgia,a,name,False
2022-09-14,Georgia,a,sound,True
2022-09-14,Georgia,b,name,True
2022-09-14,Georgia,b,sound,True
2022-09-14,Georgia,c,name,True
2022-09-14,Georgia,c,sound,False
2022-09-14,Georgia,d,name,True
2022-09-14,Georgia,d,sound,False
2022-09-14,Georgia,e,name,True
2022-09-14,Georgia,e,sound,True
2022-09-14,Georgia,f,name,False
2022-09-14,Georgia,f,sound,True
2022-09-14,Georgia,g,name,False
2022-09-14,Georgia,g,sound,True
2022-09-14,Georgia,h,name,False
2022-09-14,Georgia,h,sound,True
2022-09-14,Georgia,i,name,False
2022-09-14,Georgia,i,sound,True
2022-09-14,Georgia,j,name,True
2022-09-14,Georgia,j,sound,True
2022-09-14,Georgia,k,name,True
2022-09-14,Georgia,k,sound,True
2022-09-14,Georgia,l,name,False
2022-09-14,Georgia,l,sound,True
2022-09-14,Georgia,m,name,True
2022-09-14,Georgia,m,sound,True
2022-09-14,Georgia,n,name,True
2022-09-14,Georgia,n,sound,True
2022-09-14,Georgia,o,name,False
2022-09-14,Georgia,o,sound,True
2022-09-14,Georgia,p,name,False
2022-09-14,Georgia,p,sound,True
2022-09-14,Georgia,q,name,False
2022-09-14,Georgia,q,sound,False
2022-09-14,Georgia,r,name,True
2022-09-14,Georgia,r,sound,True
2022-09-14,Georgia,s,name,True
2022-09-14,Georgia,s,sound,True
2022-09-14,Georgia,t,name,True
2022-09-14,Georgia,t,sound,True
2022-09-14,Georgia,u,name,True
2022-09-14,Georgia,u,sound,True
2022-09-14,Georgia,v,name,False
2022-09-14,Georgia,v,sound,False
2022-09-14,Georgia,w,name,False
2022-09-14,Georgia,w,sound,True
2022-09-14,Georgia,x,name,False
2022-09-14,Georgia,x,sound,True
2022-09-14,Georgia,y,name,False
2022-09-14,Georgia,y,sound,True
2022-09-14,Georgia,z,name,False
2022-09-14,Georgia,z,sound,True
2022-09-14,Georgia,A,name,False
2022-09-14,Georgia,B,name,False
2022-09-14,Georgia,C,name,True
2022-09-14,Georgia,D,name,True
2022-09-14,Georgia,E,name,True
2022-09-14,Georgia,F,name,False
2022-09-14,Georgia,G,name,True
2022-09-14,Georgia,H,name,False
2022-09-14,Georgia,I,name,True
2022-09-14,Georgia,J,name,False
2022-09-14,Georgia,K,name,False
2022-09-14,Georgia,L,name,True
2022-09-14,Georgia,M,name,True
2022-09-14,Georgia,N,name,True
2022-09-14,Georgia,O,name,False
2022-09-14,Georgia,P,name,True
2022-09-14,Georgia,Q,name,False
2022-09-14,Georgia,R,name,False
2022-09-14,Georgia,S,name,True
2022-09-14,Georgia,T,name,False
2022-09-14,Georgia,U,name,True
2022-09-14,Georgia,V,name,True
2022-09-14,Georgia,W,name,False
2022-09-14,Georgia,X,name,False
2022-09-14,Georgia,Y,name,True
2022-09-14,Georgia,Z,name,False
2022-09-14,Georgia,0,name,False
2022-09-14,Georgia,1,name,False
2022-09-14,Georgia,2,name,False
2022-09-14,Georgia,3,name,False
2022-09-14,Georgia,4,name,True
2022-09-14,Georgia,5,name,True
2022-09-14,Georgia,6,name,False
2022-09-14,Georgia,7,name,True
2022-09-14,Georgia,8,name,True
2022-09-14,Georgia,9,name,True
2022-09-14,Georgia,10,name,True
2022-09-14,Georgia,11,name,False
2022-09-14,Georgia,12,name,True
2022-09-14,Georgia,13,name,True
2022-09-14,Georgia,14,name,False
2022-09-14,Georgia,15,name,True
2022-09-14,Georgia,16,name,True
2022-09-14,Georgia,17,name,True
2022-09-14,Georgia,18,name,False
2022-09-14,Georgia,19,name,False
2022-09-14,Georgia,20,name,True
2022-09-14,Georgia,cat,read,True
2022-09-14,Georgia,flip,read,True
2022-09-14,Georgia,think,read,True
2022-09-14,Georgia,because,read,True
2022-09-14,Hannah,a,name,False
2022-09-14,Hannah,a,sound,True
2022-09-14,Hannah,b,name,True
2022-09-14,Hannah,b,sound,True
2022-09-14,Hannah,c,name,True
2022-09-14,Hannah,c,sound,False
2022-09-14,Hannah,d,name,True
2022-09-14,Hannah,d,sound,True
2022-09-14,Hannah,e,name,True
2022-09-14,Hannah,e,sound,True
2022-09-14,Hannah,f,name,False
2022-09-14,Hannah,f,sound,False
2022-09-14,Hannah,g,name,True
2022-09-14,Hannah,g,sound,True
2022-09-14,Hannah,h,name,False
2022-09-14,Hannah,h,sound,True
2022-09-14,Hannah,i,name,False
2022-09-14,Hannah,i,sound,True
2022-09-14,Hannah,j,name,True
2022-09-14,Hannah,j,sound,False
2022-09-14,Hannah,k,name,False
2022-09-14,Hannah,k,sound,True
2022-09-14,Hannah,l,name,True
2022-09-14,Hannah,l,sound,True
2022-09-14,Hannah,m,name,False
2022-09-14,Hannah,m,sound,True
2022-09-14,Hannah,n,name,True
2022-09-14,Hannah,n,sound,True
2022-09-14,Hannah,o,name,False
2022-09-14,Hannah,o,sound,True
2022-09-14,Hannah,p,name,False
2022-09-14,Hannah,p,sound,False
2022-09-14,Hannah,q,name,False
2022-09-14,Hannah,q,sound,False
2022-09-14,Hannah,r,name,True
2022-09-14,Hannah,r,sound,False
2022-09-14,Hannah,s,name,True
2022-09-14,Hannah,s,sound,False
2022-09-14,Hannah,t,name,True
2022-09-14,Hannah,t,sound,False
2022-09-14,Hannah,u,name,True
2022-09-14,Hannah,u,sound,True
2022-09-14,Hannah,v,name,True
2022-09-14,Hannah,v,sound,False
2022-09-14,Hannah,w,name,True
2022-09-14,Hannah,w,sound,False
2022-09-14,Hannah,x,name,True
2022-09-14,Hannah,x,sound,False
2022-09-14,Hannah,y,name,False
2022-09-14,Hannah,y,sound,False
2022-09-14,Hannah,z,name,True
2022-09-14,Hannah,z,sound,False
2022-09-14,Hannah,A,name,True
2022-09-14,Hannah,B,name,False
2022-09-14,Hannah,C,name,True
2022-09-14,Hannah,D,name,True
2022-09-14,Hannah,E,name,False
2022-09-14,Hannah,F,name,True
2022-09-14,Hannah,G,name,False
2022-09-14,Hannah,H,name,True
2022-09-14,Hannah,I,name,True
2022-09-14,Hannah,J,name,True
2022-09-14,Hannah,K,name,True
2022-09-14,Hannah,L,name,True
2022-09-14,Hannah,M,name,False
2022-09-14,Hannah,N,name,False
2022-09-14,Hannah,O,name,False
2022-09-14,Hannah,P,name,True
2022-09-14,Hannah,Q,name,True
2022-09-14,Hannah,R,name,False
2022-09-14,Hannah,S,name,False
2022-09-14,Hannah,T,name,True
2022-09-14,Hannah,U,name,True
2022-09-14,Hannah,V,name,True
2022-09-14,Hannah,W,name,False
2022-09-14,Hannah,X,name,False
2022-09-14,Hannah,Y,name,False
2022-09-14,Hannah,Z,name,True
2022-09-14,Hannah,0,name,False
2022-09-14,Hannah,1,name,False
2022-09-14,Hannah,2,name,False
2022-09-14,Hannah,3,name,True
2022-09-14,Hannah,4,name,True
2022-09-14,Hannah,5,name,False
2022-09-14,Hannah,6,name,True
2022-09-14,Hannah,7,name,False
2022-09-14,Hannah,8,name,True
2022-09-14,Hannah,9,name,True
2022-09-14,Hannah,10,name,True
2022-09-14,Hannah,11,name,False
2022-09-14,Hannah,12,name,True
2022-09-14,Hannah,13,name,False
2022-09-14,Hannah,14,name,True
2022-09-14,Hannah,15,name,True
2022-09-14,Hannah,16,name,False
2022-09-14,Hannah,17,name,False
2022-09-14,Hannah,18,name,True
2022-09-14,Hannah,19,name,True
2022-09-14,Hannah,20,name,True
2022-09-14,Hannah,cat,read,True
2022-09-14,Hannah,flip,read,False
2022-09-14,Hannah,think,read,False
2022-09-14,Hannah,because,read,False
2022-09-14,Ingrid,a,name,True
2022-09-14,Ingrid,a,sound,True
2022-09-14,Ingrid,b,name,False
2022-09-14,Ingrid,b,sound,True
2022-09-14,Ingrid,c,name,False
2022-09-14,Ingrid,c,sound,True
2022-09-14,Ingrid,d,name,True
2022-09-14,Ingrid,d,sound,True
2022-09-14,Ingrid,e,name,True
2022-09-14,Ingrid,e,sound,False
2022-09-14,Ingrid,f,name,False
2022-09-14,Ingrid,f,sound,True
2022-09-14,Ingrid,g,name,True
2022-09-14,Ingrid,g,sound,False
2022-09-14,Ingrid,h,name,False
2022-09-14,Ingrid,h,sound,True
2022-09-14,Ingrid,i,name,True
2022-09-14,Ingrid,i,sound,False
2022-09-14,Ingrid,j,name,True
2022-09-14,Ingrid,j,sound,False
2022-09-14,Ingrid,k,name,False
2022-09-14,Ingrid,k,sound,False
2022-09-14,Ingrid,l,name,False
2022-09-14,Ingrid,l,sound,True
2022-09-14,Ingrid,m,name,False
2022-09-14,Ingrid,m,sound,True
2022-09-14,Ingrid,n,name,True
2022-09-14,Ingrid,n,sound,True
2022-09-14,Ingrid,o,name,True
2022-09-14,Ingrid,o,sound,True
2022-09-14,Ingrid,p,name,False
2022-09-14,Ingrid,p,sound,True
2022-09-14,Ingrid,q,name,True
2022-09-14,Ingrid,q,sound,True
2022-09-14,Ingrid,r,name,False
2022-09-14,Ingrid,r,sound,True
2022-09-14,Ingrid,s,name,True
2022-09-14,Ingrid,s,sound,False
2022-09-14,Ingrid,t,name,False
2022-09-14,Ingrid,t,sound,True
2022-09-14,Ingrid,u,name,True
2022-09-14,Ingrid,u,sound,False
2022-09-14,Ingrid,v,name,False
2022-09-14,Ingrid,v,sound,True
2022-09-14,Ingrid,w,name,False
2022-09-14,Ingrid,w,sound,True
2022-09-14,Ingrid,x,name,True
2022-09-14,Ingrid,x,sound,False
2022-09-14,Ingrid,y,name,True
2022-09-14,Ingrid,y,sound,False
2022-09-14,Ingrid,z,name,True
2022-09-14,Ingrid,z,sound,True
2022-09-14,Ingrid,A,name,True
2022-09-14,Ingrid,B,name,True
2022-09-14,Ingrid,C,name,False
2022-09-14,Ingrid,D,name,False
2022-09-14,Ingrid,E,name,True
2022-09-14,Ingrid,F,name,True
2022-09-14,Ingrid,G,name,True
2022-09-14,Ingrid,H,name,False
2022-09-14,Ingrid,I,name,True
2022-09-14,Ingrid,J,name,False
2022-09-14,Ingrid,K,name,False
2022-09-14,Ingrid,L,name,False
2022-09-14,Ingrid,M,name,True
2022-09-14,Ingrid,N,name,True
2022-09-14,Ingrid,O,name,True
2022-09-14,Ingrid,P,name,True
2022-09-14,Ingrid,Q,name,True
2022-09-14,Ingrid,R,name,True
2022-09-14,Ingrid,S,name,True
2022-09-14,Ingrid,T,name,False
2022-09-14,Ingrid,U,name,False
2022-09-14,Ingrid,V,name,False
2022-09-14,Ingrid,W,name,False
2022-09-14,Ingrid,X,name,True
2022-09-14,Ingrid,Y,name,False
2022-09-14,Ingrid,Z,name,True
2022-09-14,Ingrid,0,name,False
2022-09-14,Ingrid,1,name,False
2022-09-14,Ingrid,2,name,True
2022-09-14,Ingrid,3,name,True
2022-09-14,Ingrid,4,name,True
2022-09-14,Ingrid,5,name,False
2022-09-14,Ingrid,6,name,True
2022-09-14,Ingrid,7,name,True
2022-09-14,Ingrid,8,name,True
2022-09-14,Ingrid,9,name,True
2022-09-14,Ingrid,10,name,True
2022-09-14,Ingrid,11,name,False
2022-09-14,Ingrid,12,name,False
2022-09-14,Ingrid,13,name,False
2022-09-14,Ingrid,14,name,False
2022-09-14,Ingrid,15,name,True
2022-09-14,Ingrid,16,name,True
2022-09-14,Ingrid,17,name,False
2022-09-14,Ingrid,18,name,False
2022-09-14,Ingrid,19,name,True
2022-09-14,Ingrid,20,name,True
2022-09-14,Ingrid,cat,read,True
2022-09-14,Ingrid,flip,read,True
2022-09-14,Ingrid,think,read,True
2022-09-14,Ingrid,because,read,True
2022-09-14,James,a,name,False
2022-09-14,James,a,sound,True
2022-09-14,James,b,name,False
2022-09-14,James,b,sound,True
2022-09-14,James,c,name,False
2022-09-14,James,c,sound,True
2022-09-14,James,d,name,False
2022-09-14,James,d,sound,False
2022-09-14,James,e,name,False
2022-09-14,James,e,sound,False
2022-09-14,James,f,name,True
2022-09-14,James,f,sound,False
2022-09-14,James,g,name,True
2022-09-14,James,g,sound,False
2022-09-14,James,h,name,True
2022-09-14,James,h,sound,False
2022-09-14,James,i,name,True
2022-09-14,James,i,sound,False
2022-09-14,James,j,name,False
2022-09-14,James,j,sound,True
2022-09-14,James,k,name,True
2022-09-14,James,k,sound,True
2022-09-14,James,l,name,True
2022-09-14,James,l,sound,False
2022-09-14,James,m,name,False
2022-09-14,James,m,sound,True
2022-09-14,James,n,name,True
2022-09-14,James,n,sound,False
2022-09-14,James,o,name,True
2022-09-14,James,o,sound,False
2022-09-14,James,p,name,False
2022-09-14,James,p,sound,True
2022-09-14,James,q,name,True
2022-09-14,James,q,sound,True
2022-09-14,James,r,name,False
2022-09-14,James,r,sound,True
2022-09-14,James,s,name,True
2022-09-14,James,s,sound,False
2022-09-14,James,t,name,True
2022-09-14,James,t,sound,False
2022-09-14,James,u,name,False
2022-09-14,James,u,sound,True
2022-09-14,James,v,name,True
2022-09-14,James,v,sound,True
2022-09-14,James,w,name,True
2022-09-14,James,w,sound,False
2022-09-14,James,x,name,False
2022-09-14,James,x,sound,True
2022-09-14,James,y,name,True
2022-09-14,James,y,sound,True
2022-09-14,James,z,name,True
2022-09-14,James,z,sound,False
2022-09-14,James,A,name,True
2022-09-14,James,B,name,False
2022-09-14,James,C,name,False
2022-09-14,James,D,name,True
2022-09-14,James,E,name,True
2022-09-14,James,F,name,True
2022-09-14,James,G,name,False
2022-09-14,James,H,name,True
2022-09-14,James,I,name,True
2022-09-14,James,J,name,False
2022-09-14,James,K,name,False
2022-09-14,James,L,name,False
2022-09-14,James,M,name,True
2022-09-14,James,N,name,True
2022-09-14,James,O,name,True
2022-09-14,James,P,name,True
2022-09-14,James,Q,name,False
